subject,acc,pos,mean_acc
3,"[array([0.36045682, 0.47137014, 0.44620517, 0.58601134, 0.38420108,
       0.64581498, 0.52425665, 0.60814046, 0.50856164, 0.5218254 ]), array([0.42542955, 0.48429952, 0.54645814, 0.51172893, 0.47022767,
       0.62489829, 0.63674497, 0.55779674, 0.53922378, 0.55366591]), array([0.4084507 , 0.47320526, 0.50086655, 0.58079848, 0.41809291,
       0.68694097, 0.54447022, 0.59733531, 0.51702296, 0.54294623]), array([0.4047976 , 0.44717182, 0.485623  , 0.43774782, 0.38341158,
       0.65313653, 0.58933333, 0.58411614, 0.45292096, 0.50557445]), array([0.38218391, 0.53265766, 0.52274678, 0.59326212, 0.39937353,
       0.64167393, 0.54170325, 0.63801653, 0.49365397, 0.54402872])]",1,0.3962637166589869
3,"[array([0.36045682, 0.47137014, 0.44620517, 0.58601134, 0.38420108,
       0.64581498, 0.52425665, 0.60814046, 0.50856164, 0.5218254 ]), array([0.42542955, 0.48429952, 0.54645814, 0.51172893, 0.47022767,
       0.62489829, 0.63674497, 0.55779674, 0.53922378, 0.55366591]), array([0.4084507 , 0.47320526, 0.50086655, 0.58079848, 0.41809291,
       0.68694097, 0.54447022, 0.59733531, 0.51702296, 0.54294623]), array([0.4047976 , 0.44717182, 0.485623  , 0.43774782, 0.38341158,
       0.65313653, 0.58933333, 0.58411614, 0.45292096, 0.50557445]), array([0.38218391, 0.53265766, 0.52274678, 0.59326212, 0.39937353,
       0.64167393, 0.54170325, 0.63801653, 0.49365397, 0.54402872])]",2,0.48174088010493427
3,"[array([0.36045682, 0.47137014, 0.44620517, 0.58601134, 0.38420108,
       0.64581498, 0.52425665, 0.60814046, 0.50856164, 0.5218254 ]), array([0.42542955, 0.48429952, 0.54645814, 0.51172893, 0.47022767,
       0.62489829, 0.63674497, 0.55779674, 0.53922378, 0.55366591]), array([0.4084507 , 0.47320526, 0.50086655, 0.58079848, 0.41809291,
       0.68694097, 0.54447022, 0.59733531, 0.51702296, 0.54294623]), array([0.4047976 , 0.44717182, 0.485623  , 0.43774782, 0.38341158,
       0.65313653, 0.58933333, 0.58411614, 0.45292096, 0.50557445]), array([0.38218391, 0.53265766, 0.52274678, 0.59326212, 0.39937353,
       0.64167393, 0.54170325, 0.63801653, 0.49365397, 0.54402872])]",3,0.5003799296174861
3,"[array([0.36045682, 0.47137014, 0.44620517, 0.58601134, 0.38420108,
       0.64581498, 0.52425665, 0.60814046, 0.50856164, 0.5218254 ]), array([0.42542955, 0.48429952, 0.54645814, 0.51172893, 0.47022767,
       0.62489829, 0.63674497, 0.55779674, 0.53922378, 0.55366591]), array([0.4084507 , 0.47320526, 0.50086655, 0.58079848, 0.41809291,
       0.68694097, 0.54447022, 0.59733531, 0.51702296, 0.54294623]), array([0.4047976 , 0.44717182, 0.485623  , 0.43774782, 0.38341158,
       0.65313653, 0.58933333, 0.58411614, 0.45292096, 0.50557445]), array([0.38218391, 0.53265766, 0.52274678, 0.59326212, 0.39937353,
       0.64167393, 0.54170325, 0.63801653, 0.49365397, 0.54402872])]",4,0.5419097383529488
3,"[array([0.36045682, 0.47137014, 0.44620517, 0.58601134, 0.38420108,
       0.64581498, 0.52425665, 0.60814046, 0.50856164, 0.5218254 ]), array([0.42542955, 0.48429952, 0.54645814, 0.51172893, 0.47022767,
       0.62489829, 0.63674497, 0.55779674, 0.53922378, 0.55366591]), array([0.4084507 , 0.47320526, 0.50086655, 0.58079848, 0.41809291,
       0.68694097, 0.54447022, 0.59733531, 0.51702296, 0.54294623]), array([0.4047976 , 0.44717182, 0.485623  , 0.43774782, 0.38341158,
       0.65313653, 0.58933333, 0.58411614, 0.45292096, 0.50557445]), array([0.38218391, 0.53265766, 0.52274678, 0.59326212, 0.39937353,
       0.64167393, 0.54170325, 0.63801653, 0.49365397, 0.54402872])]",5,0.41106135395948706
3,"[array([0.36045682, 0.47137014, 0.44620517, 0.58601134, 0.38420108,
       0.64581498, 0.52425665, 0.60814046, 0.50856164, 0.5218254 ]), array([0.42542955, 0.48429952, 0.54645814, 0.51172893, 0.47022767,
       0.62489829, 0.63674497, 0.55779674, 0.53922378, 0.55366591]), array([0.4084507 , 0.47320526, 0.50086655, 0.58079848, 0.41809291,
       0.68694097, 0.54447022, 0.59733531, 0.51702296, 0.54294623]), array([0.4047976 , 0.44717182, 0.485623  , 0.43774782, 0.38341158,
       0.65313653, 0.58933333, 0.58411614, 0.45292096, 0.50557445]), array([0.38218391, 0.53265766, 0.52274678, 0.59326212, 0.39937353,
       0.64167393, 0.54170325, 0.63801653, 0.49365397, 0.54402872])]",6,0.6504929397279726
3,"[array([0.36045682, 0.47137014, 0.44620517, 0.58601134, 0.38420108,
       0.64581498, 0.52425665, 0.60814046, 0.50856164, 0.5218254 ]), array([0.42542955, 0.48429952, 0.54645814, 0.51172893, 0.47022767,
       0.62489829, 0.63674497, 0.55779674, 0.53922378, 0.55366591]), array([0.4084507 , 0.47320526, 0.50086655, 0.58079848, 0.41809291,
       0.68694097, 0.54447022, 0.59733531, 0.51702296, 0.54294623]), array([0.4047976 , 0.44717182, 0.485623  , 0.43774782, 0.38341158,
       0.65313653, 0.58933333, 0.58411614, 0.45292096, 0.50557445]), array([0.38218391, 0.53265766, 0.52274678, 0.59326212, 0.39937353,
       0.64167393, 0.54170325, 0.63801653, 0.49365397, 0.54402872])]",7,0.5673016847083349
3,"[array([0.36045682, 0.47137014, 0.44620517, 0.58601134, 0.38420108,
       0.64581498, 0.52425665, 0.60814046, 0.50856164, 0.5218254 ]), array([0.42542955, 0.48429952, 0.54645814, 0.51172893, 0.47022767,
       0.62489829, 0.63674497, 0.55779674, 0.53922378, 0.55366591]), array([0.4084507 , 0.47320526, 0.50086655, 0.58079848, 0.41809291,
       0.68694097, 0.54447022, 0.59733531, 0.51702296, 0.54294623]), array([0.4047976 , 0.44717182, 0.485623  , 0.43774782, 0.38341158,
       0.65313653, 0.58933333, 0.58411614, 0.45292096, 0.50557445]), array([0.38218391, 0.53265766, 0.52274678, 0.59326212, 0.39937353,
       0.64167393, 0.54170325, 0.63801653, 0.49365397, 0.54402872])]",8,0.5970810361411985
3,"[array([0.36045682, 0.47137014, 0.44620517, 0.58601134, 0.38420108,
       0.64581498, 0.52425665, 0.60814046, 0.50856164, 0.5218254 ]), array([0.42542955, 0.48429952, 0.54645814, 0.51172893, 0.47022767,
       0.62489829, 0.63674497, 0.55779674, 0.53922378, 0.55366591]), array([0.4084507 , 0.47320526, 0.50086655, 0.58079848, 0.41809291,
       0.68694097, 0.54447022, 0.59733531, 0.51702296, 0.54294623]), array([0.4047976 , 0.44717182, 0.485623  , 0.43774782, 0.38341158,
       0.65313653, 0.58933333, 0.58411614, 0.45292096, 0.50557445]), array([0.38218391, 0.53265766, 0.52274678, 0.59326212, 0.39937353,
       0.64167393, 0.54170325, 0.63801653, 0.49365397, 0.54402872])]",9,0.5022766647705319
3,"[array([0.36045682, 0.47137014, 0.44620517, 0.58601134, 0.38420108,
       0.64581498, 0.52425665, 0.60814046, 0.50856164, 0.5218254 ]), array([0.42542955, 0.48429952, 0.54645814, 0.51172893, 0.47022767,
       0.62489829, 0.63674497, 0.55779674, 0.53922378, 0.55366591]), array([0.4084507 , 0.47320526, 0.50086655, 0.58079848, 0.41809291,
       0.68694097, 0.54447022, 0.59733531, 0.51702296, 0.54294623]), array([0.4047976 , 0.44717182, 0.485623  , 0.43774782, 0.38341158,
       0.65313653, 0.58933333, 0.58411614, 0.45292096, 0.50557445]), array([0.38218391, 0.53265766, 0.52274678, 0.59326212, 0.39937353,
       0.64167393, 0.54170325, 0.63801653, 0.49365397, 0.54402872])]",10,0.5336081433528822
