subject,source,target,acc,mean,std
8,4,8,"[0.8835034013605442, 0.8035714285714286, 0.8656462585034014, 0.8086734693877551, 0.7993197278911565]",0.8321428571428571,0.03522748901397353
8,5,2,"[0.8988095238095238, 0.9710884353741497, 0.8971088435374149, 0.9081632653061225, 0.8715986394557823]",0.9093537414965986,0.03316370137512013
8,5,4,"[0.9090136054421769, 0.9914965986394558, 0.9778911564625851, 0.9651360544217688, 0.9634353741496599]",0.9613945578231293,0.028072044914437384
8,5,5,"[0.9880952380952381, 0.9481733220050977, 0.9940476190476191, 0.9804421768707483, 0.9906462585034014]",0.9802809229044209,0.016667031319535883
8,5,6,"[0.9124149659863946, 0.8690476190476191, 0.8903061224489796, 0.939625850340136, 0.8231292517006803]",0.8869047619047619,0.039567780287653675
8,5,8,"[0.9039115646258503, 0.8894557823129252, 0.8435374149659864, 0.8299319727891157, 0.8435374149659864]",0.8620748299319729,0.029053274155187225
8,6,2,"[0.8231292517006803, 0.8409863945578231, 0.8852040816326531, 0.858843537414966, 0.8605442176870748]",0.8537414965986395,0.020794250443261022
8,6,4,"[0.8001700680272109, 0.8988095238095238, 0.8086734693877551, 0.7857142857142857, 0.7993197278911565]",0.8185374149659864,0.04080427826713349
8,6,5,"[0.9243197278911565, 0.903143585386576, 0.9302721088435374, 0.907312925170068, 0.9498299319727891]",0.9229756558528253,0.016821587637533005
8,6,6,"[0.9906462585034014, 0.9872448979591837, 0.9965986394557823, 0.9540816326530612, 0.9778911564625851]",0.9812925170068028,0.014894308874701575
8,6,8,"[0.8375850340136054, 0.8622448979591837, 0.7738095238095238, 0.7840136054421769, 0.8222789115646258]",0.8159863945578231,0.03300634424927363
8,8,2,"[0.8520408163265306, 0.8469387755102041, 0.8673469387755102, 0.9124149659863946, 0.83078231292517]",0.8619047619047618,0.02782366980497141
8,8,4,"[0.7797619047619048, 0.9379251700680272, 0.9600340136054422, 0.9387755102040817, 0.9506802721088435]",0.9134353741496598,0.06733362405315636
8,8,5,"[0.8494897959183674, 0.7816482582837723, 0.8673469387755102, 0.8741496598639455, 0.8503401360544217]",0.8445949577792036,0.03289494351952875
8,8,6,"[0.8316326530612245, 0.826530612244898, 0.7465986394557823, 0.8707482993197279, 0.7380952380952381]",0.8027210884353743,0.051685013738041866
8,8,8,"[0.9940476190476191, 0.9872448979591837, 0.9804421768707483, 0.9039115646258503, 0.9923469387755102]",0.9715986394557824,0.03417309546287459
